calib_id,sigma_range,sigma_encoder,window_size,est_cj_x,est_cj_y,cj_x,cj_y
3,0.001,0.009,15,-0.050068439637361475,-0.0012579537953113082,-0.05,0.001
0,0.001,0.009,15,-0.0201188745591701,0.00015596071489772648,-0.02,0.0
1,0.001,0.009,15,-0.020779764655675312,0.01820310441222952,-0.02,0.019
2,0.001,0.009,15,0.00013998558305557262,-0.019823803538158748,0.0,-0.019
3,0.001,0.009,15,-0.048207625080051345,-0.0014515953424323812,-0.05,0.001
0,0.001,0.009,15,-0.020219695908271846,0.00025959565169299996,-0.02,0.0
1,0.001,0.009,15,-0.020668322005062953,0.018464779396636103,-0.02,0.019
2,0.001,0.009,15,0.00016741858593996182,-0.01967026736699922,0.0,-0.019
3,0.001,0.009,15,-0.04382713081232533,0.012749818280923371,-0.05,0.001
0,0.001,0.009,15,-0.020333391297428106,6.455675560678348e-05,-0.02,0.0
1,0.001,0.009,15,-0.020659704085069935,0.018461077242031092,-0.02,0.019
2,0.001,0.009,15,-0.00016248836036260745,-0.019953465387255283,0.0,-0.019
3,0.001,0.009,15,-0.0494622174072306,3.6678553824667174e-05,-0.05,0.001
0,0.001,0.009,15,-0.02004812418112554,0.00028111201758852187,-0.02,0.0
1,0.001,0.009,15,-0.020653230562824986,0.01859398005921739,-0.02,0.019
2,0.001,0.009,15,-0.0001400513505738841,-0.01985459570500789,0.0,-0.019
3,0.001,0.009,15,-0.04793562679374429,-0.004435712862774324,-0.05,0.001
0,0.001,0.0009,15,-0.020355379150359888,-0.0003075668788686764,-0.02,0.0
1,0.001,0.0009,15,-0.020356122369057365,0.018988001808044924,-0.02,0.019
2,0.001,0.0009,15,-0.0001338572590734897,-0.01860236182746392,0.0,-0.019
3,0.001,0.0009,15,-0.05065841342900074,-0.0029965200701776292,-0.05,0.001
0,0.001,0.0009,15,-0.020277879459508878,-0.00030048480780737953,-0.02,0.0
1,0.001,0.0009,15,-0.020318753484892225,0.019007750924503092,-0.02,0.019
2,0.001,0.0009,15,-0.00019378037718175578,-0.018358186914244422,0.0,-0.019
3,0.001,0.0009,15,-0.05055782769443445,-0.0028365348838816384,-0.05,0.001
0,0.001,0.0009,15,-0.02022629957337736,-5.664832479220292e-05,-0.02,0.0
1,0.001,0.0009,15,-0.02035108574735254,0.018986987015673584,-0.02,0.019
2,0.001,0.0009,15,-0.00017560493198142153,-0.01835552305994768,0.0,-0.019
3,0.001,0.0009,15,-0.051901840138181984,-0.0010181188185356756,-0.05,0.001
0,0.001,0.0009,15,-0.020286773187316313,7.842316947776024e-05,-0.02,0.0
